Business Name,Customer Last Name,Customer First Name,Civic Nbr,Street,Location Latitude,Location Longitude,RFID,Capacity,Capacity Units,Color,Container Type,Manufacturer,Route 1,SeqNbr 1,Route 2,SeqNbr 2,Route 3,SeqNbr 3,Route 4,SeqNbr 4,Route 5,SeqNbr 5,Route 6,SeqNbr 6,Route 7,SeqNbr 7,Route 8,SeqNbr 8,Route 9,SeqNbr 9,Route 10,SeqNbr 10,Route 11,SeqNbr 11,Route 12,SeqNbr 12,Route 13,SeqNbr 13,Route 14,SeqNbr 14
Polk Hall,Polk,Hall,120,Broughton Dr.,35.78609147,-78.66999512,0000FRR224780629400000ef,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,59,RMonMR1,1,,,,,,,,,,,,,,,,,,,,,,,,
Poole Clubhouse,,,1509,Main Campus Dr.,35.761381,-78.678036,FRR24b3b02fe20000002,4,Yard,GREEN,DUMPSTER,DIAMONDBACK,RFriComp1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Poole Clubhouse,,,1509,Main Campus Dr.,35.761381,-78.678036,FRR24b3b02fe20000002,4,Yard,GREEN,DUMPSTER,DIAMONDBACK,RFriComp1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Poulton Innovation Center,Poulton, Innovation Center,1021,Main Campus Dr.,35.76934246,-78.67761841,0000FRR2247806293000006f,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Poulton Innovation Center,Poulton, Innovation Center,1021,Main Campus Dr.,35.76934246,-78.67761841,0000FRR224720827f0000042,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,24,RWedWaste1,70,,,,,,,,,,,,,,,,,,,,,,,,
Poultry Field Lab,Poultry,Field Lab,4518,Poultry Road,35.724383,-78.68501,FRR24dec054240000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Pylon,Pylon,,620,Hutton St.,35.7903673,-78.702661,0000FRR224780629400000f2,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Pylon,Pylon,,620,Hutton St.,35.7903673,-78.702661,0000FRR22472082810000091,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,54,,,,,,,,,,,,,,,,,,,,,,,,,,
Reedy Creek Research,Reedy, Creek Research,4116,Reedy Creek Rd.,35.81297445,-78.70895386,0000FRR2247807d350000138,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,8,RWedCom1,9,,,,,,,,,,,,,,,,,,,,,,,,
Reedy Creek Research,Reedy, Creek Research,4116,Reedy Creek Rd.,35.81297445,-78.70895386,0000FRR22472082810000092,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,53,,,,,,,,,,,,,,,,,,,,,,,,,,
Research I,Research,I,1001,Capability Dr.,35.77110923,-78.68067759,0000FRR224791250d0000139,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,56,,,,,,,,,,,,,,,,,,,,,,,,,,
Research I,Research,I,1001,Capability Dr.,35.77110923,-78.68067759,0000FRR224720827f0000043,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Research II,Research,II,1009,Capability Dr.,35.7702842,-78.68086393,0000FRR224720827f0000044,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,14,RWedWaste1,58,RFriWaste2,20,,,,,,,,,,,,,,,,,,,,,,
Research II,Research,II,1009,Capability Dr.,35.7702842,-78.68086393,0000FRR22478062930000072,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,57,,,,,,,,,,,,,,,,,,,,,,,,,,
Research IV,Research, IV,909,Capability Dr.,35.77226996,-78.68052532,0000FRR224720827f0000045,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,12,RWedWaste1,57,,,,,,,,,,,,,,,,,,,,,,,,
Research IV,Research, IV,909,Capability Dr.,35.77226996,-78.68052532,0000FRR22478062930000074,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,58,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynolds Coliseum,Reynolds, Coliseum,2411,Dunn Ave.,35.7831521,-78.670579,0000FRR224780629400000f4,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,69,RWedMR1,64,RFriMR1,52,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR22472082810000095,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,13,RFriSpot1,23,,,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR224780629400000f8,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR224780629400000f8,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR22472082810000095,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,29,RFriSpot1,47,,,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR22472082810000095,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,30,RFriWaste2,8,,,,,,,,,,,,,,,,,,,,,,,,
Riddick Hall,Riddick,Hall,2401,Stinson Dr.,35.78503933,-78.66814575,0000FRR224780629400000f8,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,43,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS Hall,SAS,Hall,2311,Stinson Dr.,35.78478434,-78.66673814,0000FRR224780629500000fa,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,16,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS Hall,SAS,Hall,2311,Stinson Dr.,35.78478434,-78.66673814,0000FRR22472082810000096,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,18,RFriWaste2,5,,,,,,,,,,,,,,,,,,,,,,,,
Schaub Food Science,Schaub,Food Science,400,Dan Allen Dr.,35.78395147,-78.67798659,0000FRR22472082810000098,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaub Food Science,Schaub,Food Science,400,Dan Allen Dr.,35.78395147,-78.67798659,0000FRR22472082810000097,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,4,RTueWaste1,9,RWedWaste1,5,RThrWaste2,2,RFriWaste2,17,RSatWaste2,10,,,,,,,,,,,,,,,,
Schaub Food Science,Schaub,Food Science,400,Dan Allen Dr.,35.78395147,-78.67798659,0000FRR224780629500000fc,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,6,RTueOcc1,9,,,,,,,,,,,,,,,,,,,,,,,,
Scott Hall,Scott,Hall,2711,Founders Dr.,35.78808926,-78.67198486,0000FRR22472082810000099,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,31,RTueWaste1,38,RWedWaste1,32,RFriWaste2,39,RSatWaste2,69,RThrWaste2,38,,,,,,,,,,,,,,,,
Scott Hall,Scott,Hall,2711,Founders Dr.,35.78808926,-78.67198486,0000FRR2247208281000009a,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Health Services Center,Student,Health,2815,Cates Ave.,35.78468656,-78.67510891,0000FRR2247208281000009b,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,7,RTueWaste1,11,RWedWaste1,33,RThrWaste1,10,RFriWaste2,59,RSatWaste2,77,MIFriW1,6,MIThrW2,7,MIFriW2,12,MIMonW1,12,MIMonW2,12,MISatW1,12,MISatW2,12,MISunW1,12
Student Health Services Center,Student,Health,2815,Cates Ave.,35.78468656,-78.67510891,0000FRR22478062950000101,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,55,RMonMR1,9,MIFriMR2,7,MIMonMR2,12,MISatMR1,12,MISatMR2,12,MISunMR1,12,MISunMR2,12,MIThrMR1,12,MIThrMR2,12,MITueMR1,12,MITueMR2,12,MIWedMR2,12,,
Sullivan Residence Hall,Sullivan,Residence Hall,2921,Thurman Dr.,35.78687748,-78.67740059,0000FRR2247e173a60000006,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,31,RWedMR1,20,RFriMR1,17,MIFriMR2,22,MIMonMR2,33,MISatMR1,33,MISatMR2,33,MISunMR1,33,MISunMR2,33,MIThrMR1,33,MIThrMR2,33,MITueMR1,33,MITueMR2,33,MIWedMR2,33
Sullivan Residence Hall,Sullivan,Residence Hall,2921,Thurman Dr.,35.78687748,-78.67740059,0000FRR22478062950000107,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,33,RTueWaste1,55,RWedWaste1,29,RThrWaste1,40,RFriWaste2,64,RSatWaste2,81,MIFriW1,16,MIThrW2,18,MIFriW2,33,MIMonW1,33,MIMonW2,33,MISatW1,33,MISatW2,33,MISunW1,33
Sullivan Shops I,Sullivan,I,625,Motor Pool St.,35.78888,-78.682614,FRR2994a0794a0000003,65,Gallon,GREEN,ROLLCART,TOTER,RFriComp1,2,RMonCom1,2,RWedCom1,2,,,,,,,,,,,,,,,,,,,,,,
Sullivan Shops I,Sullivan,I,625,Motor Pool St.,35.78888,-78.682614,0000FRR226e019d710000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,2,RFriWaste2,2,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan Shops I,Sullivan,I,625,Motor Pool St.,35.78888,-78.682614,0000FRR22478062950000103,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan Shops III,Sullivan,III,630,Motor Pool St.,35.78977418,-78.68473642,FRR2994a05cbb0000002,65,Gallon,GREEN,ROLLCART,TOTER,RFriComp1,1,RMonCom1,1,RWedCom1,1,,,,,,,,,,,,,,,,,,,,,,
Sullivan Shops III,Sullivan,III,630,Motor Pool St.,35.78977418,-78.68473642,000000000000UNKNOWN-RFID,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,1,RFriWaste2,1,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan Shops III,Sullivan,III,630,Motor Pool St.,35.78977418,-78.68473642,0000FRR22478062950000105,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Swine Education Unit,Swine, Education Unit,3109,Inwood Dr.,35.73027674,-78.67840576,0000FRR224780629400000cb,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,61,,,,,,,,,,,,,,,,,,,,,,,,,,
Swine Education Unit,Swine, Education Unit,3109,Inwood Dr.,35.73027674,-78.67840576,0000FRR2247208280000007a,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR224720828100000a0,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,9,RWedSpot1,10,RThrSpot1,9,RFriSpot1,12,RSatSpot1,20,,,,,,,,,,,,,,,,,,
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR2247806295000010a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,17,RWedMR1,7,RFriMR1,11,MIFriMR2,1,MIMonMR2,1,MISatMR1,1,MISatMR2,1,MISunMR1,1,MISunMR2,1,MIThrMR1,1,MIThrMR2,1,MITueMR1,1,MITueMR2,1,MIWedMR2,1
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR224720828100000a0,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,20,RWedWaste1,15,RThrWaste1,23,RFriWaste2,29,RSatWaste2,24,MIFriW1,36,MIThrW2,1,MIFriW2,1,MIMonW1,1,MIMonW2,1,MISatW1,1,MISatW2,1,MISunW1,1,MISunW2,1
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR224720828100000a0,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,39,RWedSpot1,30,RThrSpot1,49,RFriSpot1,39,RSatSpot1,62,,,,,,,,,,,,,,,,,,
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR2247806295000010a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,67,RWedSpot1,59,,,,,,,,,,,,,,,,,,,,,,,,
Syme Residence Hall,Syme,Residence Hall,2210,Baver Dr.,35.78391536,-78.66578126,0000FRR2247806295000010a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,78,RFriSpot1,14,RWedSpot1,69,,,,,,,,,,,,,,,,,,,,,,
Talley Student Center,Talley,Student Center,2610,Cates Ave.,35.784303,-78.670864,0000FRR22605085ad0000003,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedCom1,11,RMonCom1,6,RFriComp1,4,,,,,,,,,,,,,,,,,,,,,,
Talley Student Center,Talley,Student Center,2610,Cates Ave.,35.784303,-78.670864,0000FRR22605085ad0000003,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,59,RWedSpot1,46,RFriSpot1,32,,,,,,,,,,,,,,,,,,,,,,
Talley Student Center,Talley,Student Center,2610,Cates Ave.,35.784303,-78.670864,0000FRR22605085ad0000003,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,60,RWedSpot1,42,RFriSpot1,16,,,,,,,,,,,,,,,,,,,,,,
Thompson-Craft,Thompson-Craft,Center,2241,Dunn Ave.,35.78270725,-78.66706848,0000FRR224720828100000a4,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,6,RThrSpot1,8,,,,,,,,,,,,,,,,,,,,,,,,
Thompson-Craft,Thompson-Craft,Center,2241,Dunn Ave.,35.78270725,-78.66706848,0000FRR2248c16d530000010,6,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedSpot1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson-Craft,Thompson-Craft,Center,2241,Dunn Ave.,35.78270725,-78.66706848,0000FRR224720828100000a4,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,15,RThrWaste1,18,,,,,,,,,,,,,,,,,,,,,,,,
Thompson-Craft,Thompson-Craft,Center,2241,Dunn Ave.,35.78270725,-78.66706848,0000FRR2248c16d530000010,6,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedSpot1,26,,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson-Craft,Thompson-Craft,Center,2241,Dunn Ave.,35.78270725,-78.66706848,0000FRR224720828100000a4,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,34,RThrSpot1,47,,,,,,,,,,,,,,,,,,,,,,,,
Toxicology Building,Toxicology, Building,850,Main Campus Dr.,35.7748449,-78.67665003,0000FRR224720827f000004a,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxicology Building,Toxicology, Building,850,Main Campus Dr.,35.7748449,-78.67665003,0000FRR224720827f0000049,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,19,RWedWaste1,66,,,,,,,,,,,,,,,,,,,,,,,,
Toxicology Building,Toxicology, Building,850,Main Campus Dr.,35.7748449,-78.67665003,0000FRR2247806293000007a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RWedMR1,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Transportation Deck,Transportation, Deck,840,Main Campus DR - Parking Lot,35.776222,-78.675795,0000FRR2272f141a60000002,4,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,65,,,,,,,,,,,,,,,,,,,,,,,,,,
Varsity Research Building,Varsity, Research Building,1575,Varsity Dr.,35.77721083,-78.68194883,0000FRR22472082800000060,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Varsity Research Building,Varsity, Research Building,1575,Varsity Dr.,35.77721083,-78.68194883,0000FRR2247208280000005f,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,35,RThrWaste2,24,,,,,,,,,,,,,,,,,,,,,,,,
Varsity Research Building,Varsity, Research Building,1575,Varsity Dr.,35.77721083,-78.68194883,0000FRR2247806293000009e,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,50,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaughn Tower,Vaughn,stadium,4600,Trinity Rd.,35.800674,-78.720936,0000FRR224720828100000a6,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,43,RFriWaste2,47,RSatWaste2,97,RMonWaste1,42,RTueWaste1,44,RThrWaste2,52,,,,,,,,,,,,,,,,
Vaughn Tower,Vaughn,stadium,4600,Trinity Rd.,35.800674,-78.720936,0000FRR22478062950000112,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,63,RMonMR1,10,RFriMR1,51,,,,,,,,,,,,,,,,,,,,,,
Waste Management Facility,,,4051,Chi Rd.,35.732761,-78.674517,FRR24d7d1e6580000010,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,0000FRR224720828100000a7,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,8,RThrSpot1,51,,,,,,,,,,,,,,,,,,,,,,,,
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,0000FRR224720828100000a7,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,21,RThrWaste1,24,MIFriW1,2,MIThrW2,3,MIFriW2,5,MIMonW1,5,MIMonW2,5,MISatW1,5,MISatW2,5,MISunW1,5,MISunW2,5,MIThrW1,5,MITueW1,5,MITueW2,5
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,0000FRR224720828100000a7,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,37,RThrSpot1,50,,,,,,,,,,,,,,,,,,,,,,,,
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,FRR24d2a02de30000004,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,63,RWedMR1,1,RFriMR1,10,MIFriMR2,3,MIMonMR2,5,MISatMR1,5,MISatMR2,5,MISunMR1,5,MISunMR2,5,MIThrMR1,5,MIThrMR2,5,MITueMR1,5,MITueMR2,5,MIWedMR2,5
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,FRR24d2a02de30000004,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,87,RFriSpot1,11,RWedSpot1,60,,,,,,,,,,,,,,,,,,,,,,
Watauga Residence Hall,Watauga, Residence Hall,2200,Stinson Dr.,35.78510122,-78.66453552,FRR24d2a02de30000004,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,88,RFriSpot1,40,RWedSpot1,70,,,,,,,,,,,,,,,,,,,,,,
Weaver,Weaver,,3110,Faucette Dr.,35.78354023,-78.67916337,0000FRR224720828100000a1,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,1,RFriWaste2,1,,,,,,,,,,,,,,,,,,,,,,,,
Weaver,Weaver,,3110,Faucette Dr.,35.78354023,-78.67916337,0000FRR224720828100000a9,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,1,RFriWaste2,1,,,,,,,,,,,,,,,,,,,,,,,,
Weaver,Weaver,,3110,Faucette Dr.,35.78354023,-78.67916337,0000FRR22478062950000115,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Weisiger-Brown Athletic Facility,Weisiger-Brown, Athletic Facility,2500,Warren Carroll Dr.,35.78043579,-78.6702715,0000FRR224720828100000aa,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,5,RThrWaste1,15,,,,,,,,,,,,,,,,,,,,,,,,
Weisiger-Brown Athletic Facility,Weisiger-Brown, Athletic Facility,2500,Warren Carroll Dr.,35.78043579,-78.6702715,0000FRR22478062950000118,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,13,,,,,,,,,,,,,,,,,,,,,,,,,,
West Dunn,West, Dunn,2901,Thurman Dr.,35.78618494,-78.6753452,0000FRR224720828100000ab,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Manor Residence Hall,Western, Manor Residence Hall,1500,Lilley Ct.,35.7774041,-78.681556,0000FRR224720828100000ac,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,33,RSatWaste2,144,RThrWaste1,58,MIFriW1,34,MIThrW2,38,MIFriW2,60,MIMonW1,60,MIMonW2,60,MISatW1,60,MISatW2,60,MISunW1,60,MISunW2,60,MIThrW1,60,MITueW1,60
Western Manor Residence Hall,Western, Manor Residence Hall,1500,Lilley Ct.,35.7774041,-78.681556,0000FRR2247806295000011b,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,58,RWedMR1,35,RFriMR1,41,MIFriMR2,40,MIMonMR2,61,MISatMR1,61,MISatMR2,61,MISunMR1,61,MISunMR2,61,MIThrMR1,61,MIThrMR2,61,MITueMR1,61,MITueMR2,61,MIWedMR2,61
Western Manor Residence Hall,Western, Manor Residence Hall,1550,Lilley Ct.,35.77698,-78.680235,0000FRR2247806295000011d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,59,RWedMR1,36,RFriMR1,44,MIFriMR2,41,MIMonMR2,62,MISatMR1,62,MISatMR2,62,MISunMR1,62,MISunMR2,62,MIThrMR1,62,MIThrMR2,62,MITueMR1,62,MITueMR2,62,MIWedMR2,62
Western Manor Residence Hall,Western, Manor Residence Hall,1550,Lilley Ct.,35.77698,-78.680235,0000FRR224720828100000ad,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RSatWaste2,141,RMonWaste2,34,RThrWaste1,59,MIFriW1,35,MIThrW2,39,MIFriW2,61,MIMonW1,61,MIMonW2,61,MISatW1,61,MISatW2,61,MISunW1,61,MISunW2,61,MIThrW1,61,MITueW1,61
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000af,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrSpot1,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000af,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,31,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000ae,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RSatWaste2,53,RThrWaste2,32,,,,,,,,,,,,,,,,,,,,,,,,
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000af,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrSpot1,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000ae,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrSpot1,64,RSatSpot1,38,,,,,,,,,,,,,,,,,,,,,,,,
Williams Hall,Williams, Hall,101,Derieux Pl.,35.78685643,-78.67187195,0000FRR224720828100000ae,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrSpot1,65,RSatSpot1,80,,,,,,,,,,,,,,,,,,,,,,,,
Winston Hall,Winston, Hall,2301,Hillsborough St.,35.78693974,-78.66622096,0000FRR224720828100000b0,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedSpot1,12,RThrSpot1,16,RSatSpot1,26,,,,,,,,,,,,,,,,,,,,,,
Winston Hall,Winston, Hall,2301,Hillsborough St.,35.78693974,-78.66622096,0000FRR224720828100000b0,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,17,RThrWaste1,27,RSatWaste2,35,,,,,,,,,,,,,,,,,,,,,,
Winston Hall,Winston, Hall,2301,Hillsborough St.,35.78693974,-78.66622096,0000FRR224720828100000b0,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedSpot1,32,RThrSpot1,34,RSatSpot1,70,,,,,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR224720828100000b1,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,4,RWedSpot1,11,RThrSpot1,17,RFriSpot1,17,RSatSpot1,28,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR22478062950000122,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR224720828100000b1,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,21,RWedSpot1,31,RThrSpot1,35,RFriSpot1,41,RSatSpot1,66,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR224720828100000b1,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,21,RWedWaste1,18,RThrWaste1,28,RFriWaste2,13,RSatWaste2,39,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR22478062950000122,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Withers Hall,Withers,Hall,101,Lampe Dr.,35.78637149,-78.6679359,0000FRR22478062950000122,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Witherspoon Student Center,Witherspoon, Student Center,2810,Cates Ave.,35.78510122,-78.67454224,0000FRR224720828100000b2,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,9,RThrWaste1,8,RTueWaste1,64,RWedWaste1,86,RFriWaste2,79,RSatWaste2,197,MIFriW1,5,MIThrW2,6,MIFriW2,11,MIMonW1,11,MIMonW2,11,MISatW1,11,MISatW2,11,MISunW1,11
